,Media Source,Date,Text,Compound,Tweet Count
146,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,47
147,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,48
148,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,49
149,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,50
150,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,51
151,CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,52
152,CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,53
153,CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,54
154,CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,55
155,CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,56
156,CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,57
157,CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,58
158,CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,59
159,CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,60
160,CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,61
161,CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,62
162,CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,63
163,CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,64
164,CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,65
165,CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,66
166,CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,67
167,CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,68
168,CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,69
169,CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,70
170,CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,71
171,CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,72
172,CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,73
173,CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,74
174,CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,75
175,CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,76
176,CBS,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,77
177,CBS,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,78
178,CBS,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,79
179,CBS,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,80
180,CBS,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,81
181,CBS,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,82
182,CBS,Wed Jan 31 00:55:04 +0000 2018,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,0.923,83
183,CBS,Wed Jan 31 00:37:20 +0000 2018,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",0.5994,84
184,CBS,Wed Jan 31 00:11:53 +0000 2018,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",0.8834,85
185,CBS,Tue Jan 30 23:35:01 +0000 2018,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,0.8553,86
186,CBS,Tue Jan 30 21:19:22 +0000 2018,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,0.8553,87
187,CBS,Tue Jan 30 18:46:04 +0000 2018,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",0.9215,88
188,CBS,Tue Jan 30 16:00:02 +0000 2018,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,0.0,89
189,CBS,Tue Jan 30 04:03:31 +0000 2018,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",0.5994,90
190,CBS,Tue Jan 30 03:17:51 +0000 2018,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,0.6908,91
191,CBS,Tue Jan 30 02:12:15 +0000 2018,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,0.0,92
192,CBS,Tue Jan 30 01:29:06 +0000 2018,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,-0.296,93
193,CBS,Tue Jan 30 00:11:05 +0000 2018,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,0.0,94
194,CBS,Mon Jan 29 22:45:21 +0000 2018,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,0.3818,95
195,CBS,Mon Jan 29 22:10:15 +0000 2018,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,0.5093,96
196,CBS,Mon Jan 29 20:00:04 +0000 2018,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,0.0,97
197,CBS,Mon Jan 29 19:00:05 +0000 2018,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,0.7783,98
198,CBS,Mon Jan 29 18:00:02 +0000 2018,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,0.9259,99
199,CBS,Mon Jan 29 17:15:04 +0000 2018,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,0.0,100
200,CNN,Thu Mar 08 23:39:05 +0000 2018,"11 nations signed the Trans-Pacific Partnership, a sweeping trade agreement that was once thought to be dead after… https://t.co/ES5t1tkeux",-0.2732,1
201,CNN,Thu Mar 08 23:32:06 +0000 2018,Read the White House statement on #InternationalWomensDay https://t.co/ipRb8MfQYL https://t.co/KppqGql3xe,0.0,2
202,CNN,Thu Mar 08 23:29:21 +0000 2018,RT @CNNSitRoom: Former spy chief Leon Panetta on White House drama: It's “like another version of the Keystone cops ... it would be funny i…,0.4404,3
203,CNN,Thu Mar 08 23:24:55 +0000 2018,"For businesses that consume steel and aluminum, like automakers and beverage producers, President Trump's tariffs c… https://t.co/DDXpAkF8rZ",0.3612,4
204,CNN,Thu Mar 08 23:16:06 +0000 2018,RT @AC360: New clues emerge in Amelia Earhart's mysterious disappearance https://t.co/c8FFPn5lvK https://t.co/2NRkMJoxjS,0.0,5
205,CNN,Thu Mar 08 23:11:44 +0000 2018,"Russians' ""Hilltendo"" game, released weeks before 2016 election, had 3 levels:

-""Help Hillary delete as many class… https://t.co/jgt7279BIY",0.0,6
206,CNN,Thu Mar 08 23:01:00 +0000 2018,"Fake news travels at a markedly faster rate on Twitter than accurate information, a new study finds… https://t.co/jTut8mES7R",-0.4767,7
207,CNN,Thu Mar 08 22:59:50 +0000 2018,Republicans are performing at a historic low on the generic congressional ballot | Analysis by Harry Enten… https://t.co/1cGpVkxeyb,-0.2732,8
208,CNN,Thu Mar 08 22:53:58 +0000 2018,"""O.J. Simpson: The Lost Confession?"" is a two-hour special cobbled together from material the network opted not to… https://t.co/TadIuzegj7",0.1027,9
209,CNN,Thu Mar 08 22:44:14 +0000 2018,"Cindy McCain tweeted to let the public know that her husband, Arizona Republican Sen. John McCain, is ""doing fine""… https://t.co/x89Hid3v8e",0.0,10
210,CNN,Thu Mar 08 22:41:40 +0000 2018,"""We have not had a new class of antivirals for 20 years,"" the director of a research authority said during a congre… https://t.co/4mZsQD3o3p",0.0772,11
211,CNN,Thu Mar 08 22:33:03 +0000 2018,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/tyTDsUsOOk",0.7096,12
212,CNN,Thu Mar 08 22:33:00 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1YVTaj https://t.co/zxmxcnboZ5,0.5719,13
213,CNN,Thu Mar 08 22:24:48 +0000 2018,"JUST IN: President Trump tells reporters that South Korea will make a ""major announcement"" concerning North Korea a… https://t.co/sTJhwnYh9b",0.0,14
214,CNN,Thu Mar 08 22:11:01 +0000 2018,The IRS says it has $1.1 billion in unclaimed tax refunds for 2014. Now's your last chance to claim it.… https://t.co/dsyeTUeNmZ,0.25,15
215,CNN,Thu Mar 08 22:08:10 +0000 2018,"RT @TheLeadCNN: More than 100 GOP members of Congress wrote Trump on Wednesday urging him to ""reconsider the idea of broad tariffs to avoid…",0.0,16
216,CNN,Thu Mar 08 22:04:57 +0000 2018,"When NASA's Parker Solar Probe travels into the sun's atmosphere, you can ride along. Well, your name can.… https://t.co/XqFJGw25fo",0.2732,17
217,CNN,Thu Mar 08 22:01:20 +0000 2018,A senior adviser at HUD spread a false conspiracy theory that claimed Hillary Clinton's 2016 presidential campaign… https://t.co/sKaKkCuZXu,-0.5267,18
218,CNN,Thu Mar 08 22:00:47 +0000 2018,"Why block a user when the mute button could do?

That is one of the questions posed in a lawsuit alleging that Pres… https://t.co/YPNMw3wWoc",-0.5859,19
219,CNN,Thu Mar 08 21:55:24 +0000 2018,"""President Trump might be facing a period of stormy news coverage over allegations he paid to cover up an affair wi… https://t.co/9ewX30Rcr1",0.0,20
220,CNN,Thu Mar 08 21:53:33 +0000 2018,Sen. Jeff Flake threatens to introduce legislation to nullify President Trump's tariffs https://t.co/bWttC10UQt https://t.co/r6rHfLiP6i,-0.3818,21
221,CNN,Thu Mar 08 21:51:50 +0000 2018,"Tesla CEO Elon Musk wants his electric car company to be competitive in China, and he's asking for US President Tru… https://t.co/xn4FmAZvMp",0.1779,22
222,CNN,Thu Mar 08 21:50:32 +0000 2018,PlayStation 4's latest update gives parents the ability to restrict how long a child uses the system… https://t.co/OW3V6neOEb,-0.0772,23
223,CNN,Thu Mar 08 21:44:08 +0000 2018,"Trump's tariff plan has spooked markets, prompted his chief economist's resignation, rattled major US allies and wi… https://t.co/3RqTOD1kMP",-0.296,24
224,CNN,Thu Mar 08 21:39:52 +0000 2018,"RT @CNNnewsroom: ""The city of Parkland, nobody knew where that was...now the world knows where Parkland is: it's on the list of Columbine,…",0.0,25
225,CNN,Thu Mar 08 21:29:00 +0000 2018,Democrats say a Uranium One whistleblower provided Congress with no evidence of wrongdoing involving Hillary Clinto… https://t.co/jBXSUJ5AyX,-0.296,26
226,CNN,Thu Mar 08 21:28:27 +0000 2018,"President Trump spoke with nostalgia at today's tariff announcement, describing the steel industry as he knew it as… https://t.co/RU6nlbmtwr",0.0,27
227,CNN,Thu Mar 08 21:25:02 +0000 2018,RT @TheLeadCNN: President Trump is upset with White House press secretary Sarah Sanders over her responses regarding his alleged affair wit…,-0.3818,28
228,CNN,Thu Mar 08 21:22:09 +0000 2018,"President Trump on his tariff plan: ""American companies have not been treated fairly, and some American companies f… https://t.co/iSKmDP6QQD",0.0,29
229,CNN,Thu Mar 08 21:11:53 +0000 2018,President Trump on tariff plan: “The workers who poured their souls into building this great nation were betrayed.… https://t.co/BKkZwaE3Qx,0.7073,30
230,CNN,Thu Mar 08 21:10:31 +0000 2018,RT @CNNMoney: Dow closes up 94 points after Trump unveils steel and aluminum tariffs with some exemptions. U.S. Steel falls 3%.  https://t.…,0.0,31
231,CNN,Thu Mar 08 21:09:04 +0000 2018,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",0.0,32
232,CNN,Thu Mar 08 21:03:55 +0000 2018,"President Trump: ""Our factories were left to rot and to rust all over the place. Thriving communities turned into g… https://t.co/qct0zY4gRu",0.0,33
233,CNN,Thu Mar 08 20:55:43 +0000 2018,President Trump: “The American steel aluminum industry has been ravaged by aggressive foreign trade practices. It’s… https://t.co/E3yq1tU3bP,-0.1531,34
234,CNN,Thu Mar 08 20:50:56 +0000 2018,"President Trump: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel an… https://t.co/XH22ESdPSU",0.34,35
235,CNN,Thu Mar 08 20:38:12 +0000 2018,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,-0.296,36
236,CNN,Thu Mar 08 20:25:13 +0000 2018,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,0.0,37
237,CNN,Thu Mar 08 20:20:38 +0000 2018,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",0.0,38
238,CNN,Thu Mar 08 20:03:33 +0000 2018,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,-0.1665,39
239,CNN,Thu Mar 08 20:01:36 +0000 2018,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,0.0,40
240,CNN,Thu Mar 08 19:53:17 +0000 2018,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",-0.5423,41
241,CNN,Thu Mar 08 19:42:07 +0000 2018,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",-0.7964,42
242,CNN,Thu Mar 08 19:37:55 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",0.25,43
243,CNN,Thu Mar 08 19:31:33 +0000 2018,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,0.0,44
244,CNN,Thu Mar 08 19:28:27 +0000 2018,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",-0.296,45
245,CNN,Thu Mar 08 19:20:03 +0000 2018,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",-0.5859,46
246,CNN,Thu Mar 08 19:10:07 +0000 2018,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,0.0,47
247,CNN,Thu Mar 08 19:00:13 +0000 2018,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,0.0,48
248,CNN,Thu Mar 08 18:50:00 +0000 2018,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",-0.3612,49
249,CNN,Thu Mar 08 18:43:15 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,0.0,50
250,CNN,Thu Mar 08 18:39:49 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",0.25,51
251,CNN,Thu Mar 08 18:32:00 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,0.5719,52
252,CNN,Thu Mar 08 18:23:00 +0000 2018,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",-0.296,53
253,CNN,Thu Mar 08 18:10:10 +0000 2018,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,-0.6705,54
254,CNN,Thu Mar 08 17:47:25 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,0.0,55
255,CNN,Thu Mar 08 17:46:41 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,0.0,56
256,CNN,Thu Mar 08 17:45:33 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,0.0,57
257,CNN,Thu Mar 08 17:44:43 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,0.0,58
258,CNN,Thu Mar 08 17:43:58 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,0.0,59
259,CNN,Thu Mar 08 17:43:11 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,0.0,60
260,CNN,Thu Mar 08 17:42:02 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,0.0,61
261,CNN,Thu Mar 08 17:40:53 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,0.0,62
262,CNN,Thu Mar 08 17:39:13 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,0.0,63
263,CNN,Thu Mar 08 17:38:04 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,0.0,64
264,CNN,Thu Mar 08 17:36:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,0.0,65
265,CNN,Thu Mar 08 17:35:29 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,0.0,66
266,CNN,Thu Mar 08 17:34:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,0.0,67
267,CNN,Thu Mar 08 17:33:30 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,0.3182,68
268,CNN,Thu Mar 08 17:32:06 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",0.0,69
269,CNN,Thu Mar 08 17:28:28 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",0.3182,70
270,CNN,Thu Mar 08 17:26:08 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",0.0,71
271,CNN,Thu Mar 08 17:24:39 +0000 2018,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",0.6705,72
272,CNN,Thu Mar 08 17:23:50 +0000 2018,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,0.0,73
273,CNN,Thu Mar 08 17:21:46 +0000 2018,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",0.7506,74
274,CNN,Thu Mar 08 17:17:13 +0000 2018,"To celebrate #IWD2018, @CNN asked women around the world, ""What single thing would you change to improve gender equ… https://t.co/aPUTYl3OAf",0.765,75
275,CNN,Thu Mar 08 17:05:47 +0000 2018,"Trump on outgoing chief economic adviser Gary Cohn: “He’s been terrific. He may be a globalist, but I still like hi… https://t.co/jTAhyf8gU3",0.7096,76
276,CNN,Thu Mar 08 16:50:01 +0000 2018,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/qx9N6r3ugj",0.7096,77
277,CNN,Thu Mar 08 16:35:00 +0000 2018,The US ambassador to Mexico was not invited to a meeting between senior White House adviser Jared Kushner and Mexic… https://t.co/r063UG1OyV,0.0,78
278,CNN,Thu Mar 08 16:20:08 +0000 2018,One person has been taken into police custody in connection with a shooting that killed one student and injured ano… https://t.co/2ZMe9iO27I,-0.802,79
279,CNN,Thu Mar 08 16:10:11 +0000 2018,The long history of blaming video games for mass violence https://t.co/LHKHJUgqRx https://t.co/kWT3kF1vby,-0.8074,80
280,CNN,Thu Mar 08 15:59:06 +0000 2018,Meghan Markle has been baptized into the Church of England https://t.co/0HcgXUmkzm https://t.co/qoCSXwu3EZ,0.0,81
281,CNN,Thu Mar 08 15:42:36 +0000 2018,Why companies are embracing #InternationalWomensDay https://t.co/WuS6CWYUM5 https://t.co/grZlom9kVF,0.0,82
282,CNN,Thu Mar 08 15:29:32 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/kM6mhbbBrv,0.0,83
283,CNN,Thu Mar 08 15:05:55 +0000 2018,"""Somebody needs to stand up"" to California on immigration, Attorney General Jeff Sessions says… https://t.co/IN63gV1NOo",0.0,84
284,CNN,Thu Mar 08 14:57:50 +0000 2018,"RT @CNNweather: As people recover from back to back nor'easters, some forecast models hint at another storm early next week. 

Keep up-to-d…",0.0,85
285,CNN,Thu Mar 08 14:51:24 +0000 2018,Hundreds of doctors in Quebec are protesting. They say they make too much. https://t.co/w2GHFWjU4m https://t.co/bN4Ea3Pvds,-0.4215,86
286,CNN,Thu Mar 08 14:40:11 +0000 2018,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/d888lpEz8q",0.0,87
287,CNN,Thu Mar 08 14:24:59 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its golden arches https://t.co/biYp1ZduyT https://t.co/oUoEjcizNf,0.5719,88
288,CNN,Thu Mar 08 14:09:43 +0000 2018,The Florida gun bill spurred by the Parkland school massacre is just one signature away from becoming law. Here's w… https://t.co/A99vriRtoM,-0.34,89
289,CNN,Thu Mar 08 13:54:03 +0000 2018,President Trump is upset with White House press secretary Sarah Sanders over her responses Wednesday regarding his… https://t.co/SPSg0Bhy30,-0.3818,90
290,CNN,Thu Mar 08 13:39:07 +0000 2018,"The cast of ""Modern Family"" voices support for ""common-sense gun laws"" putting support behind the students of Parkl… https://t.co/irGz3U8pVj",0.4588,91
291,CNN,Thu Mar 08 13:15:09 +0000 2018,A White House taken by storm(y) | Analysis by @StCollinson https://t.co/LwbPnJtJuX https://t.co/JmvyB9DlGq,0.0,92
292,CNN,Thu Mar 08 13:07:38 +0000 2018,"Fred Guttenberg, whose daughter died in the Florida school shooting, rips new NRA ad: ""If this was put out by a ter… https://t.co/mYfIHC8pOw",-0.5574,93
